user,created,karma,submitted
5ourpu55,1490369332.0,0.0,19.0
72deluxe,1343998480.0,1667.0,1765.0
746F7475,1432936002.0,243.0,292.0
75dvtwin,1428877251.0,118.0,44.0
77yy77yy,1472390458.0,31.0,25.0
9erdelta,1447355838.0,142.0,53.0
APiearcy,1493661967.0,2.0,6.0
AYBABTME,1336649080.0,2486.0,755.0
A_Person,1500346228.0,36.0,14.0
Aardwolf,1347787789.0,2206.0,1076.0
AdReVice,1500736945.0,1.0,2.0
Afforess,1358977044.0,3983.0,535.0
Akarnani,1351824505.0,60.0,26.0
Alex3917,1172270676.0,21724.0,6849.0
AlexB138,1446532142.0,844.0,136.0
AlexMuir,1278416223.0,6731.0,860.0
AliAdams,1305827522.0,275.0,104.0
Anagmate,1472032900.0,5.0,7.0
Anatidae,1500943366.0,496.0,9.0
Andersos,1330656458.0,5.0,4.0
Andrenid,1285347819.0,1437.0,343.0
AndrewDP,1489470537.0,18.0,11.0
Anechoic,1259256507.0,6724.0,1058.0
AnonNo15,1386546975.0,121.0,65.0
Arathorn,1291847910.0,1328.0,296.0
Arnavion,1404419829.0,850.0,297.0
Avshalom,1232388989.0,4946.0,1751.0
Axiverse,1286614768.0,13.0,6.0
BARTYLBY,1495789826.0,1.0,1.0
BCharlie,1367930447.0,81.0,33.0
BJanecke,1369398131.0,45.0,63.0
BacioiuC,1504016834.0,40.0,9.0
BakaKuna,1382513135.0,1.0,6.0
BarkMore,1287075918.0,1406.0,348.0
BasDirks,1294737549.0,1426.0,630.0
Beacon11,1440265728.0,95.0,7.0
Bedon292,1413474978.0,785.0,305.0
Beltiras,1338392349.0,1358.0,594.0
BenGosub,1473528334.0,11.0,7.0
Benjiben,1425290638.0,1.0,5.0
BertPhoo,1491727042.0,-4.0,4.0
BjoernKW,1323277347.0,1620.0,678.0
Bjorkbat,1349066770.0,435.0,107.0
BlakeCam,1443821400.0,1.0,2.0
BonoboIO,1468775322.0,17.0,9.0
BrandonM,1174985595.0,4705.0,1556.0
Bretts89,1501882135.0,16.0,16.0
BuleBule,1416704295.0,91.0,73.0
CalChris,1474345443.0,4428.0,1505.0
Caligula,1184715950.0,632.0,217.0
CarMaker,1494990660.0,-11.0,5.0
Celarnor,1507856033.0,18.0,14.0
Chaebixi,1489773173.0,964.0,344.0
CharlesW,1277733764.0,831.0,302.0
Chobicus,1357464065.0,1.0,1.0
ChrisRus,1383554647.0,52.0,11.0
ChuckMcM,1286399595.0,72029.0,13714.0
CodeCube,1299953828.0,1217.0,484.0
ConanRus,1486760416.0,1.0,3.0
Const-me,1425305823.0,1116.0,507.0
CopyZero,1490720832.0,2.0,1.0
CptMauli,1249015534.0,115.0,64.0
Cshelton,1412278994.0,1580.0,450.0
Cyberspy,1465029401.0,8.0,3.0
Cyclone_,1368740916.0,58.0,27.0
CydeWeys,1427853963.0,6849.0,1625.0
CytoBuoy,1504612842.0,1.0,1.0
DINKDINK,1401391683.0,1222.0,421.0
DanBlake,1259232009.0,4084.0,721.0
DaniFong,1189670405.0,6095.0,1878.0
Daniel07,1485968017.0,1.0,1.0
DannyBee,1308616777.0,17018.0,3480.0
DarkTree,1403183448.0,983.0,236.0
DavideNL,1350285939.0,482.0,246.0
Dayshine,1462793999.0,155.0,76.0
DearVolt,1475943993.0,20.0,6.0
DelaneyM,1440618296.0,1178.0,157.0
Delmania,1236695591.0,1559.0,515.0
Derbasti,1242833113.0,2809.0,1008.0
DiabloD3,1284316408.0,34495.0,6145.0
Diachron,1484952059.0,6.0,3.0
Digit-Al,1336723949.0,613.0,181.0
Dimi9909,1494432610.0,-1.0,20.0
DinoDano,1502875132.0,-4.0,4.0
DizzyDoo,1281297656.0,408.0,54.0
DomBlack,1330004386.0,103.0,52.0
DominikD,1403625842.0,299.0,123.0
DougWebb,1240351947.0,2691.0,1051.0
EScott11,1300374533.0,71.0,36.0
Eforce21,1491293834.0,1.0,4.0
EmTekker,1504213563.0,4.0,4.0
EnFinlay,1373610344.0,387.0,107.0
Etheryte,1450802229.0,826.0,268.0
EugeneOZ,1332362658.0,1737.0,1008.0
Everhusk,1411494271.0,187.0,117.0
FanaHOVA,1401977367.0,165.0,90.0
Findeton,1448124283.0,185.0,130.0
Findus23,1446406616.0,10.0,10.0
Flemlord,1203221950.0,7816.0,1089.0
Flip-per,1349623862.0,134.0,29.0
Flow5457,1493742806.0,37.0,1.0
Freak_NL,1446932682.0,3375.0,909.0
GSTalent,1504522191.0,1.0,1.0
Gargoyle,1459824135.0,1276.0,370.0
GedByrne,1443800525.0,91.0,25.0
Geekette,1289923552.0,1899.0,490.0
GhostVII,1489626462.0,204.0,128.0
Gigablah,1319080943.0,1884.0,968.0
GoKnight,1505054898.0,1.0,1.0
Graham24,1288258793.0,459.0,134.0
Grimes23,1469988153.0,8.0,5.0
GrumpyNl,1456057913.0,145.0,260.0
HIBC2017,1491237894.0,4.0,5.0
HNtribal,1465302558.0,5.0,15.0
Handwash,1405932177.0,12.0,17.0
HashThis,1374163423.0,149.0,42.0
Hekatron,1492269685.0,1.0,3.0
Hernanpm,1387561432.0,38.0,16.0
HerraBRE,1275116904.0,868.0,302.0
Hex-3-En,1486547428.0,3.0,3.0
Hollow3d,1502504651.0,1.0,1.0
HoyaSaxa,1308414229.0,140.0,58.0
INTPenis,1328383309.0,1368.0,678.0
INTPnerd,1368651295.0,17.0,34.0
I_am_neo,1482866327.0,30.0,127.0
IanDrake,1303766110.0,1930.0,943.0
Icedcool,1474047570.0,153.0,38.0
Illniyar,1361136669.0,1876.0,435.0
Infernal,1432057268.0,245.0,108.0
Insanity,1474016157.0,754.0,345.0
IronSean,1348764874.0,9.0,6.0
IshKebab,1408792453.0,4012.0,1442.0
Itzcoatl,1482263575.0,4.0,8.0
JBReefer,1442776847.0,2039.0,650.0
JCzynski,1469994061.0,133.0,110.0
JUXT_Pro,1504776160.0,2.0,1.0
JasonCEC,1387866547.0,287.0,109.0
JeffLutz,1502667238.0,1.0,2.0
Jemaclus,1337900251.0,2548.0,695.0
Joberror,1492071168.0,1.0,1.0
JokerDan,1490185591.0,2.0,8.0
Jonas_ba,1496934595.0,34.0,10.0
JoshMnem,1360265860.0,1050.0,436.0
Justin_K,1383060823.0,227.0,98.0
Kaibeezy,1374257173.0,220.0,35.0
KamiCrit,1363302746.0,209.0,72.0
Keyframe,1231686446.0,4163.0,1934.0
Khay1024,1454348531.0,18.0,12.0
Klathmon,1422653612.0,6911.0,1953.0
Kostchei,1464228099.0,32.0,17.0
L_Rahman,1375422026.0,1426.0,267.0
Larrikin,1364808862.0,1247.0,429.0
LaurentS,1510218378.0,11.0,2.0
LeanderK,1466698813.0,583.0,220.0
Legogris,1354442068.0,198.0,73.0
LeoJiWoo,1510322031.0,323.0,89.0
LesZedCB,1306870625.0,889.0,329.0
LordKano,1361827931.0,2440.0,898.0
Lotus123,1489770039.0,4.0,7.0
LukasRos,1480937870.0,18.0,35.0
LukeB_UK,1377686794.0,4970.0,578.0
MRSallee,1356855943.0,423.0,113.0
Malician,1378674275.0,364.0,163.0
Mankhool,1246996494.0,295.0,424.0
Manonfry,1506978904.0,1.0,1.0
MarkG509,1427254173.0,24.0,10.0
Matterrr,1499235493.0,1.0,1.0
Mc_Big_G,1263916488.0,1805.0,442.0
Mdesriac,1506976529.0,1.0,2.0
Merovius,1434271083.0,443.0,150.0
Mholli40,1485729789.0,2.0,3.0
Micoloth,1449698425.0,34.0,32.0
MikeGale,1187991732.0,58.0,25.0
Mister_Y,1483117369.0,42.0,38.0
Mitchhhs,1429641678.0,602.0,82.0
Moocat87,1387737206.0,52.0,16.0
Moto7451,1330211533.0,1187.0,437.0
MrScoobs,1511455804.0,-3.0,3.0
Mrtierne,1281629481.0,51.0,35.0
Muuuchem,1490040595.0,27.0,25.0
NDlurker,1491758320.0,10.0,5.0
NGTmeaty,1472262298.0,2.0,1.0
NTARelix,1499177721.0,1.0,1.0
Nano2rad,1335635198.0,4.0,100.0
Naracion,1464410937.0,16.0,5.0
NateyJay,1438157255.0,313.0,46.0
Nedforce,1504256402.0,3.0,1.0
Neener54,1320354015.0,6.0,5.0
Nekorosu,1364922666.0,215.0,152.0
Neliquat,1478032465.0,1031.0,820.0
Nelson69,1217956100.0,579.0,306.0
NiLSPACE,1432908838.0,193.0,35.0
NickHoff,1477390475.0,179.0,11.0
Nickersf,1413261442.0,166.0,61.0
NormenKD,1477343767.0,9.0,4.0
Not31337,1489521648.0,6.0,3.0
NotSteve,1380069279.0,16.0,6.0
Noughmad,1323973561.0,357.0,116.0
NuclearC,1496213652.0,1.0,2.0
Null-Set,1459539535.0,109.0,24.0
NurAzhar,1442461161.0,105.0,30.0
Nvorzula,1504499480.0,13.0,6.0
OriZelig,1494847121.0,1.0,1.0
P4rzival,1490804224.0,3.0,1.0
PTonacao,1499169221.0,1.0,1.0
Pandabob,1417779068.0,23.0,17.0
Para2016,1487123045.0,78.0,87.0
Paradox0,1356508095.0,18.0,2.0
Paul-ish,1377901965.0,950.0,325.0
PaulMest,1323076808.0,301.0,60.0
PeraltaJ,1506625876.0,1.0,1.0
Perignon,1487271341.0,-13.0,11.0
Perseids,1378976521.0,701.0,280.0
Petefine,1353238904.0,22.0,15.0
PeterC01,1475500085.0,2.0,1.0
Pharylon,1462919278.0,718.0,112.0
Pica_soO,1463163037.0,1048.0,931.0
PikelEmi,1480507810.0,3.0,12.0
Pirolita,1503501243.0,2.0,3.0
Pogba666,1500303244.0,0.0,2.0
Polarity,1341482308.0,14.0,40.0
Posibyte,1333336433.0,519.0,157.0
Prefinem,1362536297.0,297.0,247.0
Principe,1489333100.0,2.0,8.0
Probooks,1502385676.0,7.0,1.0
Psilidae,1473722785.0,50.0,33.0
Publitas,1487938832.0,1.0,3.0
Punisher,1489320727.0,20.0,4.0
Quanttek,1409860886.0,454.0,80.0
RKearney,1323092255.0,2008.0,392.0
RNicolas,1460123924.0,7.0,23.0
Raphomet,1236023763.0,319.0,50.0
Razengan,1413143347.0,1845.0,884.0
RedNifre,1413713385.0,8.0,11.0
RickHull,1284140510.0,2030.0,513.0
RickJWag,1497830130.0,28.0,112.0
Robdel12,1354913123.0,32.0,15.0
RobertoG,1397204674.0,2009.0,765.0
RodrigoT,1433097827.0,26.0,10.0
RogueIMP,1458772660.0,-5.0,3.0
Rovanion,1340106356.0,442.0,91.0
RyanRies,1423426827.0,474.0,36.0
SCAQTony,1356417649.0,1258.0,558.0
Sambdala,1332351060.0,1241.0,247.0
SanPilot,1444100845.0,34.0,18.0
Sawamara,1496578281.0,44.0,7.0
Scarblac,1379496724.0,1509.0,581.0
Scarbutt,1417058379.0,628.0,615.0
Schiphol,1357523344.0,1006.0,179.0
Schwolop,1323662529.0,1320.0,515.0
ScotterC,1276217715.0,1875.0,370.0
Sean1708,1458734251.0,582.0,381.0
Semaphor,1336905672.0,1289.0,737.0
SeriousM,1390217142.0,56.0,62.0
Serow225,1359687351.0,1054.0,231.0
Severian,1346857001.0,348.0,35.0
Shatnerz,1488406407.0,20.0,5.0
Shivetya,1317901227.0,7861.0,3742.0
Shooogur,1486434465.0,4.0,7.0
SigmundA,1298310131.0,573.0,240.0
Sindrome,1266440967.0,164.0,109.0
Sintendo,1396881434.0,24.0,7.0
SirHound,1443793445.0,154.0,65.0
SixSigma,1390596060.0,2784.0,2741.0
Skeletor,1197580054.0,738.0,167.0
SliderUp,1399596213.0,41.0,23.0
SloopJon,1384526653.0,1058.0,287.0
Smirnoff,1293595871.0,475.0,152.0
Smushman,1400694081.0,220.0,124.0
Sniffnoy,1293746309.0,1597.0,499.0
SolarNet,1308037396.0,793.0,591.0
SpikeDad,1326995304.0,236.0,247.0
Splendor,1346961461.0,1497.0,477.0
Spooky23,1337867868.0,16463.0,5950.0
Sreyanth,1361783286.0,45.0,64.0
St-Clock,1286631135.0,686.0,189.0
StavrosK,1272119285.0,30379.0,10955.0
Stwerner,1282518115.0,268.0,144.0
SwaroopH,1285213728.0,1308.0,104.0
SwellJoe,1171927404.0,30259.0,6496.0
Symbiote,1392244723.0,3997.0,1812.0
Symmetry,1271512372.0,9598.0,3291.0
Syzygies,1468791665.0,147.0,17.0
TChiring,1433524284.0,4.0,16.0
TD-Linux,1391143615.0,3473.0,991.0
TDMLB101,1478104849.0,5.0,8.0
Tajnymag,1482585499.0,30.0,20.0
Tangokat,1386372868.0,268.0,32.0
TatGlint,1512165005.0,1.0,1.0
TeMPOraL,1280220865.0,40224.0,14371.0
Tehchops,1502600856.0,27.0,13.0
Terretta,1266343401.0,7907.0,2424.0
TheCabin,1454283562.0,5.0,8.0
TheCoreh,1280430119.0,1542.0,297.0
TheEzEzz,1275979574.0,770.0,254.0
TheLarch,1358891445.0,296.0,125.0
TheSmoke,1278259287.0,245.0,149.0
The_Hoff,1424361283.0,83.0,28.0
The_ed17,1449083868.0,1058.0,135.0
ThomPete,1224675490.0,14281.0,5923.0
Thriptic,1391442599.0,1475.0,524.0
TimWolla,1371754535.0,1235.0,169.0
Tloewald,1293747256.0,6344.0,2472.0
ToFab123,1499173727.0,16.0,17.0
Toadsoup,1339096112.0,21.0,36.0
Tokkemon,1463408630.0,20.0,24.0
TomFrost,1333455656.0,154.0,32.0
Tommyixi,1384996085.0,56.0,8.0
Tossrock,1303940381.0,1427.0,324.0
Traytorz,1501783373.0,-4.0,1.0
Tsagadai,1238497019.0,995.0,331.0
Tsarbomb,1475866400.0,11.0,8.0
UhUhUhUh,1413570273.0,233.0,173.0
Ultramax,1491211455.0,17.0,10.0
Unklejoe,1430396439.0,855.0,221.0
Upworker,1509831949.0,2.0,1.0
UtahDave,1351619097.0,20.0,15.0
VHRanger,1490703679.0,180.0,109.0
VarunAgw,1430763378.0,21.0,17.0
Vervious,1345439513.0,288.0,26.0
VonGuard,1223791237.0,3520.0,693.0
Vosporos,1446979127.0,135.0,27.0
WatchDog,1348971439.0,556.0,207.0
WayneBro,1458745944.0,621.0,447.0
Welytech,1511892171.0,0.0,13.0
WildUtah,1268939443.0,5146.0,1541.0
Willamin,1471396959.0,21.0,13.0
Wrhector,1444662171.0,2.0,1.0
Yetanfou,1371339683.0,1062.0,398.0
Yokohiii,1420382179.0,52.0,33.0
Zangoran,1454013949.0,1.0,6.0
Zardoz84,1330440407.0,538.0,518.0
ZeusNuts,1492618818.0,10.0,6.0
__name__,1438257914.0,-1.0,1.0
__strisk,1483677115.0,31.0,14.0
_jezell_,1458575697.0,74.0,38.0
_stephan,1287394819.0,940.0,200.0
a254613e,1507271206.0,119.0,16.0
a7958479,1490853597.0,1.0,2.0
a9entroy,1349331628.0,64.0,19.0
a_bonobo,1310439747.0,2558.0,734.0
a_gopher,1480462525.0,2.0,4.0
aabajian,1293646264.0,575.0,141.0
aajhiggs,1302011046.0,5.0,15.0
aanm1988,1486141557.0,176.0,351.0
aarestad,1395608874.0,321.0,44.0
aaron695,1346450506.0,3016.0,1860.0
abbychao,1473795002.0,1.0,1.0
abdelhai,1384717434.0,62.0,16.0
abhi3188,1388427314.0,284.0,64.0
ablation,1429860005.0,569.0,208.0
aboodman,1218228914.0,1505.0,463.0
aboyne42,1491249781.0,-1.0,2.0
aburan28,1338145847.0,10405.0,1656.0
acadavid,1291914957.0,3.0,6.0
acconrad,1278442691.0,4886.0,1007.0
acdanger,1323806111.0,2795.0,318.0
acekings,1483626151.0,3.0,1.0
acemarke,1261419407.0,2120.0,625.0
aclimatt,1293748641.0,698.0,133.0
acomjean,1331916964.0,2340.0,950.0
acoravos,1419269144.0,72.0,39.0
actuator,1466754959.0,158.0,27.0
adambard,1206652614.0,1155.0,358.0
adambull,1424354797.0,1.0,1.0
adamtait,1286125341.0,71.0,29.0
adamvert,1446115159.0,1.0,1.0
adarsh_p,1490902207.0,2.0,2.0
addicted,1416513387.0,1653.0,404.0
addisonj,1374539480.0,350.0,39.0
adenylyl,1438144336.0,13.0,3.0
adjwilli,1237577857.0,358.0,133.0
adoggman,1392868124.0,10.0,3.0
adynatos,1399490194.0,24.0,24.0
aechsten,1418282634.0,172.0,68.0
aeontech,1266349421.0,1909.0,448.0
aepstein,1256591125.0,1179.0,78.0
aequitas,1378721913.0,119.0,55.0
aestetix,1306191074.0,3207.0,297.0
aeturnum,1305660416.0,1286.0,370.0
afandian,1354618596.0,2659.0,780.0
afarrell,1279205394.0,4608.0,2150.0
afejessn,1510036493.0,1.0,1.0
aforsyth,1486590488.0,1.0,1.0
agconway,1259875624.0,1717.0,257.0
ageitgey,1378941443.0,1118.0,81.0
agerwick,1483899017.0,1.0,18.0
agitator,1481676425.0,70.0,64.0
aglavine,1478722165.0,29.0,15.0
agmcleod,1398360985.0,158.0,129.0
agnivade,1436212631.0,104.0,157.0
agravier,1245877238.0,615.0,202.0
agreenst,1508836209.0,1.0,1.0
ahachete,1401903925.0,475.0,118.0
ahallock,1321241011.0,610.0,297.0
aheilbut,1188192491.0,2423.0,444.0
ahoglund,1494388272.0,5.0,2.0
aholtham,1507687565.0,1.0,1.0
ahoskins,1421731257.0,3.0,3.0
ahousley,1372676522.0,41.0,65.0
ahstilde,1398437868.0,63.0,66.0
ahussain,1356758544.0,240.0,67.0
aiNohY6g,1446819142.0,43.0,25.0
aibottle,1465660196.0,226.0,51.0
airesume,1496325124.0,10.0,14.0
aiyagari,1485791447.0,9.0,1.0
ajtaylor,1205486503.0,849.0,527.0
akamaozu,1415505289.0,41.0,75.0
akbarnur,1334244013.0,1.0,5.0
akeating,1378566132.0,29.0,17.0
akgerber,1264973734.0,1907.0,655.0
akinalci,1489689598.0,140.0,34.0
akjainaj,1483809058.0,211.0,204.0
akkartik,1171936111.0,9252.0,2614.0
akmittal,1418665569.0,82.0,48.0
akshat_h,1434497792.0,212.0,71.0
akurilin,1327301465.0,590.0,393.0
alacombe,1464801433.0,92.0,117.0
alafazam,1468639899.0,2.0,3.0
alankay1,1453728293.0,3724.0,421.0
alantrrs,1299559586.0,57.0,39.0
albb0920,1308155641.0,36.0,17.0
albeebe1,1484532488.0,197.0,47.0
aleksanb,1391031905.0,72.0,11.0
aleksm97,1512498290.0,1.0,8.0
alephnil,1307430807.0,685.0,197.0
alergico,1512641602.0,3.0,2.0
alex_dev,1478222250.0,44.0,5.0
alex_duf,1385674038.0,839.0,274.0
alexcnwy,1494744364.0,139.0,81.0
alexdunn,1426485150.0,5.0,3.0
alexgrcs,1372706018.0,132.0,41.0
alexjray,1415300966.0,143.0,41.0
alexjv89,1331713639.0,7.0,31.0
alexmuro,1412184647.0,77.0,17.0
alexpete,1482008027.0,10.0,16.0
alexquez,1343524886.0,29.0,8.0
alexryan,1220854201.0,51.0,42.0
alfanerd,1495961112.0,2.0,6.0
algesten,1474652806.0,597.0,155.0
aliceyhg,1482550423.0,36.0,18.0
alixaxel,1352576507.0,762.0,231.0
alkonaut,1375973001.0,6567.0,2606.0
alkoumpa,1467213608.0,12.0,22.0
allsunny,1490964073.0,98.0,24.0
almccoy2,1438629303.0,4.0,4.0
alouisos,1379871371.0,5.0,4.0
alpendre,1409847655.0,1.0,1.0
alskdfji,1509157364.0,73.0,3.0
altharaz,1362437274.0,51.0,39.0
alyandon,1313464291.0,691.0,185.0
amackera,1200681124.0,1316.0,353.0
amadeusw,1390184498.0,236.0,91.0
aman-pro,1420552160.0,104.0,44.0
amatecha,1497905713.0,102.0,51.0
amatheus,1238518948.0,790.0,125.0
amcca029,1495042829.0,18.0,15.0
amcrouch,1328477376.0,64.0,29.0
amenghra,1328397807.0,943.0,427.0
ameshkov,1508072971.0,9.0,6.0
amichail,1171931620.0,7142.0,4032.0
amidland,1383838267.0,4.0,3.0
ammu1966,1509965278.0,0.0,2.0
amorphid,1280412989.0,2375.0,1201.0
ampexian,1458083481.0,2.0,2.0
amydoerr,1505400942.0,1.0,4.0
anacleto,1424715053.0,2659.0,545.0
analog31,1373818743.0,5276.0,2164.0
anamexis,1379099203.0,311.0,75.0
anandmgp,1490109864.0,-1.0,2.0
anddyyyy,1405347127.0,6.0,5.0
andersgb,1485976910.0,1.0,1.0
andischo,1510217189.0,8.0,1.0
andrea_s,1397911323.0,375.0,118.0
andrew2c,1472043523.0,2.0,1.0
andrewSC,1362957360.0,54.0,19.0
andrewb1,1442782047.0,10.0,1.0
andrewem,1290204671.0,497.0,169.0
andrewjl,1317268060.0,168.0,90.0
andrewla,1300818455.0,1276.0,344.0
andrewvc,1240845340.0,4603.0,922.0
andrewzk,1433250767.0,14.0,14.0
androck1,1299474702.0,50.0,12.0
andy_ppp,1368698769.0,3001.0,1403.0
aneutron,1495228960.0,58.0,42.0
anfogoat,1422976708.0,25.0,20.0
angelofm,1412161725.0,28.0,25.0
aniijbod,1334527692.0,234.0,147.0
anilakar,1455319856.0,116.0,22.0
ankhkare,1301389357.0,-2.0,6.0
ankit111,1500108567.0,1.0,1.0
ankitank,1496522527.0,6.0,10.0
ankyth27,1455984224.0,60.0,35.0
annalyze,1470602963.0,0.0,1.0
annekate,1309546686.0,375.0,33.0
anocendi,1416940550.0,39.0,28.0
anon0192,1502850881.0,2.0,2.0
anon1253,1440277465.0,415.0,144.0
anon3939,1498409707.0,2.0,1.0
anon4728,1500110789.0,8.0,64.0
anonyfox,1375858623.0,593.0,257.0
anoother,1315426128.0,534.0,191.0
anorsich,1414991795.0,2.0,4.0
anovikov,1247992724.0,1388.0,760.0
ansi7120,1499318749.0,4.0,1.0
antihero,1295169758.0,3149.0,1734.0
antjanus,1333555130.0,1269.0,439.0
antonber,1214940677.0,46.0,9.0
antouank,1419855246.0,5627.0,839.0
anuresuo,1501704267.0,4.0,3.0
apankrat,1269500472.0,33.0,11.0
apatters,1410671463.0,1471.0,229.0
apearson,1484964953.0,18.0,14.0
apenwarr,1173719540.0,773.0,158.0
aperrien,1308189514.0,163.0,123.0
apetresc,1269970481.0,3079.0,469.0
apostacy,1467038358.0,371.0,119.0
app4soft,1498384617.0,382.0,48.0
appcloud,1379228919.0,1.0,1.0
appcraf8,1494495897.0,6.0,4.0
appliedb,1512166449.0,1.0,2.0
apsec112,1232925370.0,13245.0,1023.0
aputsiak,1491044725.0,2.0,2.0
aqsalose,1486836832.0,556.0,92.0
aqsheehy,1482453089.0,115.0,73.0
aquabyte,1505773350.0,2.0,4.0
aracarie,1487775006.0,7.0,4.0
arafalov,1299205383.0,132.0,131.0
aramadia,1305311538.0,41.0,28.0
arashThr,1445539822.0,1.0,2.0
arcaster,1455060615.0,101.0,89.0
archagon,1347522419.0,3299.0,1363.0
archgoon,1267127057.0,3324.0,794.0
ares2012,1293739832.0,194.0,198.0
arethuza,1237799878.0,20892.0,7560.0
arghwhat,1484227746.0,309.0,160.0
argonaut,1352165403.0,5573.0,2211.0
ariofrio,1479970904.0,71.0,4.0
arjmandi,1459147843.0,2.0,3.0
arkadiyt,1432973466.0,970.0,117.0
arkaniad,1492113476.0,1.0,1.0
arkitaip,1287880586.0,3328.0,1148.0
armitron,1440637751.0,215.0,258.0
arnaud_p,1472241663.0,23.0,3.0
arnaudsm,1477997071.0,63.0,20.0
arnioxux,1495138456.0,258.0,52.0
arobbins,1303839199.0,54.0,48.0
arowatbk,1453826240.0,3.0,2.0
arsalanb,1402743480.0,118.0,127.0
arsenico,1349257961.0,20.0,11.0
arshaanb,1493822100.0,1.0,1.0
arshneet,1480026548.0,8.0,12.0
arthurcl,1485954194.0,2.0,2.0
artivest,1427924092.0,2.0,11.0
arupchak,1212088502.0,51.0,56.0
arvinsim,1382920208.0,283.0,236.0
aryamaan,1421170692.0,93.0,130.0
asabjorn,1300317510.0,406.0,146.0
ascended,1508902788.0,6.0,6.0
ashwinaj,1362171435.0,320.0,228.0
asidiali,1472996553.0,72.0,57.0
asimpson,1343998048.0,13.0,14.0
asl19dev,1458692858.0,2.0,5.0
asokumar,1273728175.0,1.0,2.0
asood123,1250659720.0,7.0,4.0
aspicker,1483434243.0,2.0,1.0
astrapat,1509378516.0,-4.0,1.0
astrocat,1387298047.0,809.0,114.0
asveikau,1346806015.0,2746.0,1207.0
aswanson,1175455395.0,4198.0,2294.0
atatiyan,1319861749.0,157.0,48.0
atemerev,1379448961.0,4539.0,1326.0
atiffany,1383313718.0,93.0,55.0
atomical,1279303915.0,2231.0,927.0
atrudeau,1449293118.0,259.0,104.0
atsaloli,1271261097.0,614.0,538.0
aub3bhat,1456652519.0,1834.0,570.0
austinjp,1398016189.0,738.0,402.0
autocorr,1407090989.0,287.0,50.0
avallark,1291360266.0,29.0,50.0
avichalp,1412346547.0,28.0,16.0
aviraldg,1331153972.0,1357.0,369.0
awalGarg,1424903069.0,910.0,181.0
awmunc90,1423454196.0,1.0,1.0
axedwool,1498603981.0,61.0,10.0
axelluke,1501629185.0,1.0,2.0
axlprose,1407864846.0,456.0,137.0
azinman2,1338994654.0,2911.0,1297.0
azizsaya,1472352527.0,131.0,42.0
azurezyq,1391715333.0,265.0,79.0
b0ba1lle,1391418451.0,13.0,14.0
b1gnasty,1489685056.0,11.0,6.0
babuskov,1314103449.0,2781.0,897.0
bactrian,1494436864.0,77.0,32.0
bad_user,1221496613.0,21253.0,5902.0
badpenny,1412263802.0,100.0,74.0
badtuple,1485347257.0,54.0,6.0
baeschtl,1406907026.0,3.0,3.0
bagacrap,1312610773.0,421.0,141.0
balajics,1428330031.0,111.0,10.0
