user,created,karma,submitted
ictoan,1335967479.0,144.0,8.0
idclip,1476615778.0,58.0,24.0
idrism,1349056490.0,75.0,31.0
iflyun,1414352014.0,1.0,2.0
igor_p,1510717691.0,3.0,1.0
iguana,1311890827.0,322.0,121.0
ijafri,1452837179.0,66.0,123.0
ijidak,1467273274.0,55.0,30.0
ikeboy,1415771073.0,8690.0,3097.0
ilaksh,1236668615.0,1863.0,2198.0
ilanco,1309519689.0,124.0,74.0
ilblog,1503644179.0,60.0,5.0
illeto,1301127648.0,13.0,11.0
imadfy,1439512380.0,28.0,14.0
imgabe,1187961904.0,7646.0,1342.0
imiric,1350472075.0,59.0,28.0
imrehg,1260953601.0,982.0,452.0
imroot,1305401166.0,879.0,176.0
infant,1492760399.0,1.0,4.0
ing33k,1322471876.0,1404.0,392.0
inglor,1386154232.0,2645.0,616.0
inklab,1481310472.0,1.0,2.0
ipince,1285955181.0,746.0,217.0
ipstas,1379099668.0,1.0,1.0
ipster,1296086114.0,47.0,41.0
ipsum2,1422412452.0,846.0,147.0
iqster,1293900327.0,1513.0,418.0
ironix,1505330447.0,38.0,4.0
irusri,1457382330.0,17.0,5.0
isarat,1350849435.0,127.0,47.0
isatty,1497704309.0,27.0,41.0
isk517,1491836359.0,80.0,14.0
ismail,1213125359.0,308.0,234.0
itaysk,1415807824.0,480.0,123.0
itbeho,1381187092.0,808.0,135.0
itiman,1365772928.0,212.0,4.0
ivahuc,1504539265.0,2.0,3.0
ivanyv,1249229282.0,49.0,32.0
iverjo,1442054673.0,141.0,38.0
ivoras,1376502768.0,418.0,120.0
ixby96,1509040104.0,1.0,1.0
izacus,1362256833.0,6436.0,1426.0
jMyles,1319323004.0,4502.0,1509.0
j_kauf,1309131488.0,1.0,5.0
jachee,1233477523.0,431.0,108.0
jack12,1306798810.0,93.0,47.0
jackar,1365049038.0,1.0,2.0
jackyb,1380140007.0,56.0,31.0
jaclaz,1476720785.0,1426.0,799.0
jacobr,1299083321.0,4834.0,497.0
jadbox,1433364046.0,148.0,73.0
jaggi1,1496257294.0,21.0,25.0
jags-v,1422831928.0,18.0,9.0
jahaja,1326964764.0,740.0,170.0
jakubk,1501626445.0,2.0,2.0
jamez1,1401533786.0,209.0,135.0
jangid,1412934881.0,50.0,46.0
janito,1485429175.0,4.0,3.0
jannes,1297262525.0,915.0,240.0
jansen,1298590464.0,670.0,79.0
jansho,1489399204.0,1209.0,378.0
jaoued,1398255095.0,1358.0,491.0
japers,1386861592.0,4.0,3.0
japhyr,1313172754.0,4924.0,1164.0
jarnix,1322782192.0,210.0,203.0
jarsin,1395120993.0,1166.0,247.0
jasas1,1394138811.0,1.0,1.0
jasode,1393555869.0,12018.0,1767.0
jatins,1352663028.0,4.0,9.0
