user,created,karma,submitted
buba447,1380320534.0,74.0,15.0
bungie4,1442854774.0,346.0,70.0
buremba,1308826214.0,326.0,207.0
buskila,1449145152.0,15.0,11.0
but_why,1505031950.0,0.0,1.0
bwang29,1342557464.0,406.0,132.0
bwhites,1483118833.0,9.0,33.0
bwidlar,1483698574.0,-5.0,8.0
bybjorn,1265371194.0,78.0,77.0
byproxy,1295753769.0,191.0,44.0
bythckr,1487316366.0,28.0,29.0
c-slice,1424467632.0,359.0,103.0
c-smile,1463775146.0,578.0,216.0
c517402,1472595419.0,259.0,110.0
cairo_x,1459238306.0,54.0,104.0
calaniz,1235696571.0,94.0,21.0
calcsam,1370379783.0,2235.0,375.0
calibas,1449704463.0,37.0,17.0
calyhre,1427818368.0,42.0,11.0
calypso,1464543842.0,6.0,6.0
camflan,1206417843.0,172.0,11.0
camgunz,1415463726.0,498.0,219.0
camtarn,1237208392.0,1695.0,406.0
cantrip,1510356480.0,138.0,46.0
caoilte,1367066352.0,262.0,124.0
caravel,1459448812.0,277.0,29.0
cardine,1316816019.0,288.0,115.0
carreau,1355310547.0,205.0,70.0
casperb,1352322951.0,15.0,8.0
catchup,1492010260.0,1.0,2.0
catwell,1299330761.0,691.0,237.0
caulagi,1289289491.0,10.0,9.0
caust1c,1329118334.0,604.0,63.0
cavisne,1445078351.0,212.0,83.0
cbar_tx,1472367643.0,0.0,4.0
cbsjobs,1506978176.0,1.0,1.0
cbsmith,1281823206.0,2315.0,1675.0
ccenten,1363860577.0,5.0,19.0
cchiao5,1491576392.0,1.0,1.0
cdepman,1409156819.0,39.0,6.0
cderwin,1456422790.0,578.0,183.0
cdgregg,1485974188.0,1.0,2.0
cdoxsey,1307419608.0,967.0,149.0
cdubzzz,1435945632.0,1528.0,377.0
cdumler,1358789857.0,201.0,59.0
cebas33,1484402281.0,0.0,2.0
cestith,1202163634.0,552.0,326.0
cfontes,1294154672.0,2700.0,820.0
cgarvey,1315918710.0,79.0,38.0
cgodsay,1504285224.0,1.0,1.0
chaboud,1502515031.0,13.0,17.0
chadash,1503428937.0,71.0,9.0
chajath,1367456471.0,59.0,37.0
chappar,1263814902.0,11.0,12.0
charlus,1373229211.0,28.0,16.0
charmee,1504295369.0,1.0,1.0
chasd00,1498659984.0,85.0,31.0
chasely,1478094416.0,56.0,23.0
chasemp,1375939769.0,1.0,1.0
chatman,1307915396.0,611.0,404.0
chauzer,1290232243.0,575.0,75.0
cheetos,1399182343.0,318.0,94.0
chejazi,1433200163.0,1274.0,312.0
chibg10,1495915267.0,178.0,36.0
chintan,1265754521.0,622.0,198.0
chisleu,1420809546.0,448.0,206.0
chmanie,1348060580.0,7.0,3.0
