user,created,karma,submitted
mbrd,1325284935.0,75.0,37.0
mc32,1285170511.0,9199.0,4299.0
mc42,1449380194.0,262.0,51.0
mck-,1327712981.0,1890.0,437.0
mcny,1502208162.0,175.0,130.0
mcs_,1440618723.0,36.0,59.0
mdek,1433555738.0,25.0,3.0
mdip,1336483091.0,1661.0,394.0
meej,1332534641.0,535.0,211.0
mehh,1410726031.0,60.0,66.0
melq,1394733997.0,94.0,37.0
merb,1411629206.0,1415.0,1158.0
mfrw,1464712904.0,57.0,37.0
mg74,1288951746.0,112.0,44.0
mjak,1496812715.0,1.0,1.0
mjfl,1371481995.0,1347.0,281.0
mk89,1462792636.0,259.0,162.0
mkdk,1386186995.0,3.0,4.0
mkrn,1424695038.0,8.0,11.0
mkup,1295602760.0,569.0,216.0
mlok,1222079491.0,98.0,72.0
mnm1,1482473416.0,1551.0,462.0
mola,1480525004.0,22.0,7.0
mox1,1389895734.0,707.0,158.0
mpeg,1326984135.0,1227.0,386.0
mrep,1427736581.0,455.0,336.0
mrkd,1288268293.0,361.0,48.0
mrob,1417478554.0,2488.0,718.0
mrud,1256956133.0,1163.0,212.0
msie,1219187478.0,2246.0,1176.0
msla,1499354027.0,430.0,325.0
mtea,1502893181.0,1.0,2.0
mtgx,1334602568.0,31844.0,7889.0
mtkd,1217287820.0,1704.0,362.0
mtrn,1282076138.0,1379.0,401.0
mvip,1274973383.0,529.0,149.0
mvpu,1489474244.0,187.0,66.0
mxfh,1332194760.0,10630.0,1101.0
mygo,1460752308.0,66.0,66.0
myhf,1271655276.0,481.0,224.0
mylh,1362045115.0,5.0,4.0
mzh0,1498686338.0,25.0,11.0
n0us,1436828718.0,1238.0,308.0
n3bs,1486499535.0,6.0,3.0
n4r9,1438705479.0,337.0,163.0
na85,1343762932.0,3016.0,1525.0
nacc,1317536947.0,505.0,32.0
nacs,1246917470.0,2159.0,921.0
navs,1291804140.0,553.0,362.0
nazz,1504283340.0,16.0,10.0
nbmh,1470100441.0,619.0,38.0
