user,created,karma,submitted
BMarkmann,1259505489.0,210.0,108.0
BMorearty,1270560147.0,149.0,45.0
BWStearns,1364857283.0,1436.0,587.0
BadBougie,1500611394.0,7.0,1.0
Belphemur,1480779097.0,206.0,40.0
BillBatw2,1464026537.0,-5.0,12.0
Bobbleoxs,1466670232.0,3.0,16.0
BooglyWoo,1480938460.0,70.0,20.0
Boothroid,1458385878.0,558.0,772.0
BradyDale,1449369815.0,210.0,31.0
Breefield,1283346401.0,466.0,158.0
Brushfire,1213107880.0,684.0,277.0
BubbasDad,1493757962.0,8.0,4.0
By-Jokese,1507807576.0,11.0,4.0
CalRobert,1380889315.0,2585.0,1164.0
Caligatio,1502384093.0,13.0,4.0
CapsAdmin,1454362937.0,64.0,17.0
CaptSpify,1192455025.0,4819.0,2135.0
Carhughes,1274283041.0,3.0,9.0
CatMtKing,1364774575.0,234.0,167.0
ChadyWady,1488920686.0,7.0,3.0
Charliecf,1412281043.0,2.0,2.0
Chris2048,1346591058.0,1908.0,2618.0
CmdrKrool,1314040373.0,280.0,73.0
Cockbrand,1282682731.0,8.0,8.0
Companion,1496322903.0,1.0,6.0
CookieMon,1353166683.0,402.0,77.0
CraneWorm,1425683391.0,275.0,35.0
CreMindES,1501765715.0,8.0,5.0
CryoLogic,1450930287.0,610.0,109.0
Curious42,1483442270.0,38.0,20.0
Cursuviam,1469545019.0,91.0,38.0
DVassallo,1281208282.0,892.0,131.0
Daishiman,1249310732.0,3655.0,1110.0
Damogran6,1323898801.0,110.0,25.0
Darkstack,1370523581.0,2.0,2.0
Davertron,1235759441.0,450.0,157.0
DavidWoof,1330540628.0,877.0,111.0
Davidbrcz,1452866503.0,84.0,107.0
Decabytes,1505943158.0,16.0,6.0
DesaiAshu,1316550352.0,664.0,120.0
Devid2014,1390394740.0,83.0,37.0
Diederich,1243991840.0,2060.0,676.0
DocSavage,1186602457.0,1600.0,475.0
DogPawHat,1460843173.0,23.0,13.0
Dolores12,1435016162.0,387.0,243.0
Domenic_S,1312826031.0,3282.0,1443.0
DonbunEf7,1493243880.0,321.0,208.0
Dotnaught,1270238565.0,380.0,81.0
Dravidian,1504844521.0,14.0,5.0
EdHominem,1455922501.0,438.0,760.0
EdSharkey,1367817421.0,834.0,614.0
Effulgent,1504959739.0,1.0,1.0
ElatedOwl,1409844612.0,222.0,34.0
ElenaADEX,1502181235.0,2.0,6.0
EliRivers,1264112211.0,3900.0,2222.0
EllaGorev,1472751035.0,7.0,14.0
EmmiOokla,1496786902.0,1.0,3.0
Entangled,1468278778.0,420.0,176.0
Eric_WVGG,1382532791.0,1873.0,580.0
ErikBjare,1395820578.0,40.0,48.0
ErinSlack,1443744939.0,23.0,30.0
EvgeniyZh,1461796943.0,1510.0,240.0
FT_intern,1468426343.0,625.0,290.0
FiReaNG3L,1205990718.0,811.0,259.0
Filligree,1351678763.0,2261.0,898.0
Finnucane,1451921460.0,973.0,526.0
Fjolsvith,1386315936.0,1363.0,717.0
Fleming_1,1480618514.0,22.0,10.0
FooHentai,1464907546.0,621.0,183.0
Freeboots,1381656196.0,49.0,58.0
Friedduck,1284328200.0,105.0,45.0
FussyZeus,1444137656.0,1635.0,1204.0
Futurebot,1333670575.0,5064.0,937.0
GabeIsman,1340651552.0,0.0,3.0
Gammarays,1453306593.0,84.0,30.0
GeekyBear,1495919205.0,149.0,48.0
GiniScout,1499154069.0,1.0,6.0
Glyptodon,1363112949.0,1893.0,699.0
Grazester,1406922967.0,727.0,400.0
Grollicus,1457008977.0,106.0,38.0
H1Supreme,1491311758.0,193.0,117.0
HD134606c,1491076410.0,37.0,29.0
HNNoLikey,1502368817.0,40.0,45.0
HangLoose,1496442911.0,1.0,2.0
Hawkeye01,1492084720.0,1.0,3.0
Hendrikto,1511606324.0,17.0,9.0
Heraclite,1481035560.0,43.0,23.0
Hermitian,1350375828.0,10.0,10.0
HeyCholly,1504945561.0,2.0,1.0
HollowMan,1386339502.0,1.0,2.0
HorizonXP,1334912291.0,1676.0,473.0
IcyPickle,1495585715.0,9.0,5.0
ImTalking,1446679501.0,488.0,174.0
Invictus0,1500755106.0,49.0,50.0
IvanK_net,1377040271.0,520.0,220.0
JCharante,1489444392.0,66.0,94.0
JDiculous,1413589772.0,805.0,267.0
JKCalhoun,1464286565.0,258.0,163.0
JTenerife,1387354973.0,117.0,50.0
JackPoach,1458024981.0,529.0,313.0
JaggedJax,1311450712.0,226.0,74.0
JaggerFoo,1461185585.0,13.0,11.0
