user,created,karma,submitted
gusmd,1428686992.0,188.0,101.0
gwern,1239226436.0,21073.0,4822.0
gwu78,1373169681.0,474.0,451.0
gydfi,1486950710.0,57.0,154.0
h1fra,1367440134.0,137.0,62.0
h4shz,1506628678.0,1.0,2.0
haack,1393803491.0,306.0,78.0
haaen,1444406538.0,134.0,81.0
haddr,1318202023.0,762.0,347.0
halis,1329158728.0,70.0,138.0
hanoz,1413073536.0,1128.0,250.0
hanru,1380271550.0,20.0,20.0
harel,1189878249.0,2097.0,512.0
harmw,1465074832.0,90.0,7.0
hcho3,1430010755.0,35.0,11.0
hdhzy,1484823905.0,1069.0,475.0
heeey,1492653596.0,28.0,3.0
hehno,1498368517.0,5.0,3.0
hepek,1302796907.0,83.0,40.0
hex13,1433711734.0,119.0,124.0
hexa-,1395449032.0,281.0,10.0
heynk,1313102268.0,414.0,153.0
heyts,1399058849.0,156.0,50.0
himom,1510949005.0,110.0,33.0
hiven,1458313320.0,38.0,23.0
hk__2,1331663842.0,2309.0,697.0
hmage,1412812814.0,25.0,25.0
hmans,1316863669.0,60.0,105.0
hnarn,1294190162.0,222.0,83.0
hnnsj,1479133885.0,123.0,35.0
hobls,1491760565.0,56.0,35.0
holri,1298235292.0,707.0,415.0
horne,1484005213.0,5.0,1.0
hozae,1317757551.0,4.0,4.0
hrayr,1301957061.0,809.0,185.0
hsson,1493487676.0,2.0,3.0
hubot,1406993832.0,101.0,20.0
hughw,1263534624.0,943.0,382.0
hundt,1369765198.0,86.0,56.0
huula,1401010000.0,84.0,81.0
hvass,1304027429.0,499.0,165.0
hysan,1330471491.0,641.0,234.0
hyuuu,1304117221.0,109.0,89.0
i336_,1437796990.0,1300.0,1174.0
iLoch,1381415315.0,1632.0,663.0
iMark,1307532004.0,642.0,160.0
iMuzz,1398368639.0,310.0,36.0
iamjj,1438089323.0,3.0,6.0
ianai,1453020943.0,2089.0,1273.0
ibgib,1486526096.0,41.0,49.0
ibigb,1411831583.0,1.0,4.0
icc97,1329752686.0,1013.0,589.0
icefo,1438638214.0,98.0,46.0
icf80,1322298251.0,19.0,4.0
iddqd,1326460572.0,236.0,44.0
idodd,1434636196.0,1.0,4.0
igsmo,1446645999.0,-5.0,7.0
ihat1,1398362584.0,1.0,1.0
ihsw2,1489853326.0,501.0,145.0
ilees,1483431886.0,1.0,1.0
imd23,1313456740.0,3153.0,227.0
imdsm,1368957732.0,786.0,352.0
immad,1172246581.0,4011.0,791.0
imode,1477677074.0,160.0,93.0
imple,1506437165.0,48.0,2.0
implr,1362606180.0,118.0,17.0
imron,1368651919.0,5169.0,1559.0
inian,1412568598.0,554.0,113.0
init0,1269275067.0,440.0,296.0
inuhj,1307908624.0,361.0,123.0
io-io,1481759863.0,-1.0,2.0
iopuy,1289022636.0,365.0,186.0
iplaw,1464796412.0,357.0,194.0
ipm42,1483718497.0,13.0,4.0
ipnon,1474640250.0,72.0,34.0
irq-1,1414348225.0,403.0,129.0
ishtu,1392836382.0,427.0,49.0
