user,created,karma,submitted
madengr,1390096908.0,1458.0,941.0
madrafi,1483044239.0,45.0,17.0
madwort,1509623358.0,1.0,2.0
maeldun,1501616570.0,1.0,2.0
maelito,1384278110.0,661.0,89.0
maffeis,1449434819.0,15.0,6.0
mafribe,1279457895.0,2412.0,992.0
magma17,1486988437.0,0.0,13.0
magoghm,1210564343.0,1384.0,252.0
magsafe,1301188840.0,889.0,123.0
maheart,1340782810.0,669.0,96.0
mahyarm,1303420716.0,5780.0,3063.0
maj0rhn,1370556117.0,69.0,66.0
makapuf,1450425806.0,269.0,159.0
makeset,1352586197.0,225.0,174.0
malchow,1398814103.0,1529.0,349.0
malhaar,1436192832.0,19.0,25.0
malikNF,1481353870.0,1028.0,76.0
maliker,1439503191.0,115.0,30.0
malingo,1304701109.0,263.0,95.0
malux85,1296752270.0,1459.0,451.0
malynda,1485376469.0,2.0,6.0
mandude,1361995095.0,65.0,23.0
manuj10,1347373290.0,2.0,7.0
manyoso,1448298193.0,456.0,137.0
mapgrep,1285262078.0,3896.0,468.0
mapreri,1449396249.0,7.0,4.0
marasal,1327822930.0,7.0,11.0
marcell,1172212145.0,2072.0,269.0
mariojv,1376669107.0,80.0,56.0
mark212,1364937482.0,477.0,181.0
mark242,1305216497.0,1211.0,221.0
markbao,1205276615.0,9020.0,2166.0
markbnj,1390851671.0,2429.0,847.0
markvdb,1363388343.0,549.0,268.0
marlokk,1498681122.0,4.0,16.0
marnett,1439783898.0,79.0,27.0
mars4rp,1461106730.0,179.0,149.0
martell,1476066723.0,52.0,23.0
martin_,1361558993.0,1701.0,305.0
martinp,1246187028.0,929.0,124.0
mase010,1499108900.0,3.0,3.0
mastazi,1310218841.0,1923.0,670.0
matanya,1424630977.0,1.0,2.0
matco11,1372266445.0,717.0,167.0
mateus1,1437239154.0,58.0,18.0
math0ne,1207848612.0,195.0,212.0
mathias,1261835064.0,3563.0,266.0
matt_lo,1391457128.0,2.0,7.0
mattbee,1265845183.0,610.0,153.0
mattste,1359689308.0,45.0,26.0
matwood,1266706589.0,7224.0,2521.0
maulx86,1491249599.0,1.0,2.0
maurits,1276357387.0,771.0,144.0
maxlamb,1445875225.0,38.0,28.0
maxmind,1455044660.0,0.0,10.0
maxpert,1312178347.0,1084.0,318.0
maxxxxx,1288126081.0,10899.0,3307.0
mback00,1446346203.0,7.0,19.0
mbroshi,1420816524.0,278.0,53.0
mcdirty,1480291033.0,45.0,2.0
mcdonji,1347374192.0,12.0,9.0
mcemilg,1434535384.0,18.0,17.0
mcguire,1261524421.0,6161.0,3785.0
mcjon77,1448701015.0,145.0,14.0
mclarke,1354576759.0,282.0,19.0
mconroy,1512152926.0,1.0,1.0
mcphage,1330662136.0,3258.0,1577.0
mcrooks,1491345968.0,1.0,1.0
mdemare,1179451980.0,1995.0,632.0
mdevere,1412326978.0,145.0,84.0
me551ah,1332578092.0,25.0,25.0
meerita,1354697301.0,377.0,596.0
mehlman,1491546091.0,0.0,1.0
mehwoot,1308553283.0,1454.0,467.0
melling,1254453117.0,9376.0,4976.0
mendelk,1365783827.0,1346.0,117.0
mendeza,1424964456.0,175.0,91.0
meneses,1421286426.0,160.0,49.0
menkaur,1405781592.0,1.0,1.0
menzoic,1372821279.0,164.0,55.0
meritus,1490977164.0,1.0,1.0
mertens,1452859333.0,8.0,15.0
messick,1362614299.0,150.0,70.0
meta_AU,1438031789.0,144.0,68.0
metmirr,1490433875.0,8.0,8.0
mfford1,1509030588.0,1.0,1.0
mgerdts,1471733752.0,102.0,12.0
mherdeg,1306175450.0,1706.0,290.0
mhgrove,1366674287.0,0.0,3.0
mhkhung,1421564341.0,21.0,9.0
micah94,1364502747.0,58.0,28.0
michalu,1328413102.0,318.0,174.0
middle1,1489946199.0,49.0,22.0
miesman,1435263823.0,45.0,23.0
migoden,1487365390.0,3.0,2.0
mihaela,1318476309.0,26.0,28.0
mihaifm,1311602747.0,189.0,75.0
mikaelf,1343079833.0,3.0,19.0
mike986,1464371754.0,5.0,5.0
mikeash,1307130902.0,60414.0,17237.0
mikekij,1333366496.0,591.0,182.0
mikenew,1482646157.0,553.0,36.0
mikewhy,1294155547.0,403.0,291.0
mikodin,1490990361.0,11.0,11.0
mikojan,1490366196.0,16.0,17.0
mikorym,1427789520.0,14.0,11.0
mildavw,1240445358.0,190.0,121.0
milhous,1251110331.0,101.0,79.0
milkers,1337240124.0,148.0,65.0
minouye,1261171652.0,1301.0,285.0
mirimir,1420708338.0,6266.0,4085.0
mirko22,1493117181.0,46.0,42.0
misnome,1334992838.0,1623.0,477.0
missbit,1425916561.0,-3.0,20.0
mixermf,1454637771.0,36.0,16.0
mjcohen,1275789489.0,143.0,213.0
mjevans,1407272354.0,2715.0,1384.0
mjewkes,1343407103.0,36.0,29.0
mjgoins,1230669278.0,1002.0,203.0
mjw1007,1485686046.0,631.0,156.0
mkampik,1410540396.0,6.0,2.0
mkay581,1460087701.0,7.0,9.0
mkesper,1375425349.0,1657.0,665.0
mkhalil,1345815147.0,317.0,215.0
mkoryak,1331321503.0,334.0,221.0
mkoster,1482264092.0,0.0,2.0
mlocher,1394637798.0,1.0,4.0
mmurthy,1270098509.0,2.0,5.0
mnafees,1483526750.0,2.0,9.0
mobitar,1386964721.0,1404.0,307.0
mocatta,1400621751.0,39.0,7.0
modarts,1337725802.0,792.0,374.0
moflome,1458148482.0,125.0,50.0
mohsen1,1339811537.0,87.0,30.0
moklick,1395773415.0,337.0,77.0
molikto,1387463237.0,5.0,16.0
moonbug,1426203483.0,190.0,121.0
mooreds,1330118803.0,7706.0,2282.0
mooremo,1396271017.0,7.0,6.0
mordant,1463249668.0,18.0,98.0
moretai,1497895831.0,135.0,80.0
morphle,1217446917.0,111.0,63.0
motardo,1454300086.0,75.0,23.0
motdiem,1270641176.0,112.0,85.0
motivic,1447260880.0,58.0,25.0
motoboi,1364867009.0,496.0,221.0
motters,1255299797.0,3562.0,1192.0
mourner,1310329364.0,164.0,34.0
mouzogu,1446552655.0,418.0,154.0
mpcovcd,1255631960.0,48.0,20.0
mpermar,1293905668.0,121.0,61.0
mplewis,1385490463.0,653.0,181.0
mr_donk,1331589083.0,52.0,14.0
mreftel,1427403294.0,4.0,3.0
mrestko,1333499618.0,446.0,107.0
mrferos,1486001888.0,3.0,3.0
mrkgnao,1459238234.0,1744.0,597.0
mrkrabo,1499793939.0,160.0,104.0
mrmondo,1370431262.0,3055.0,1396.0
mrmyers,1501380553.0,55.0,10.0
mrpippy,1328587269.0,682.0,223.0
mrtracy,1441230364.0,62.0,9.0
mrunkel,1491308230.0,166.0,32.0
mschaef,1293641271.0,701.0,274.0
mshrewd,1466872225.0,0.0,3.0
msilvey,1325454201.0,1.0,7.0
mtanski,1254253830.0,838.0,366.0
mturmon,1265315398.0,7710.0,3013.0
mueslix,1370239281.0,131.0,23.0
mungoid,1462389098.0,172.0,81.0
muninn_,1470227811.0,1111.0,802.0
muse900,1454885061.0,575.0,142.0
musesum,1282070314.0,551.0,236.0
muthdra,1412852026.0,9.0,24.0
muthusk,1511385545.0,1.0,1.0
muxator,1506638426.0,300.0,80.0
muzster,1473360199.0,191.0,35.0
mvrekic,1325695321.0,75.0,25.0
mwambua,1444984013.0,275.0,89.0
mwexler,1218230459.0,1860.0,424.0
mwnivek,1442934907.0,69.0,25.0
mxuribe,1341496602.0,701.0,466.0
myblake,1246557108.0,231.0,70.0
mychael,1355761418.0,109.0,39.0
myroon5,1440551478.0,566.0,103.0
mythrwy,1477749089.0,513.0,704.0
n-gauge,1337293183.0,48.0,80.0
n00b101,1343330429.0,1091.0,318.0
n0mad01,1290080784.0,74.0,70.0
naaaaak,1383206238.0,393.0,39.0
nabakin,1512548834.0,1.0,1.0
nadaviv,1342540628.0,956.0,318.0
nahyunk,1478034329.0,2.0,17.0
naklers,1463753189.0,1.0,2.0
nameisu,1464412948.0,24.0,38.0
namesbc,1272655765.0,48.0,20.0
namirez,1436203329.0,16.0,5.0
nandemo,1219553942.0,4109.0,1833.0
napolux,1328176833.0,2353.0,433.0
narvind,1499051591.0,45.0,14.0
nate362,1485988191.0,1.0,1.0
nathell,1271613594.0,1388.0,274.0
nattmat,1482148485.0,40.0,13.0
natvert,1369841630.0,71.0,36.0
navyguy,1503949112.0,17.0,2.0
nawitus,1269516420.0,3299.0,1533.0
nbevans,1343907160.0,472.0,421.0
nbraver,1493694745.0,1.0,2.0
ncannon,1458882051.0,42.0,5.0
nclauss,1496335575.0,1.0,2.0
nebulos,1505236567.0,1.0,1.0
nebulus,1343751715.0,45.0,7.0
neftaly,1410935962.0,69.0,31.0
nemacol,1477919162.0,221.0,34.0
nemo44x,1404828309.0,1105.0,429.0
neonbat,1422895890.0,86.0,81.0
neovive,1210082158.0,1609.0,692.0
nerflad,1481775106.0,347.0,92.0
nerform,1454507959.0,72.0,9.0
netmask,1328309282.0,8.0,8.0
nevalau,1347342343.0,57.0,26.0
nevi-me,1364048611.0,386.0,254.0
nevster,1268102100.0,527.0,237.0
newtem0,1495473995.0,41.0,20.0
nexoman,1494525103.0,1.0,2.0
ngcc_hk,1488255371.0,5.0,25.0
ngoel36,1350240557.0,675.0,307.0
ngrilly,1400308447.0,954.0,618.0
ngtvspc,1488306020.0,10.0,10.0
ngzhian,1351684751.0,65.0,20.0
nharada,1412699628.0,762.0,90.0
niall0c,1493691764.0,1.0,1.0
nibstwo,1488133905.0,79.0,38.0
nickfzx,1415015906.0,121.0,59.0
nicklaf,1412024395.0,683.0,208.0
nickm12,1333516122.0,371.0,109.0
nickphx,1429582901.0,22.0,14.0
nico01f,1487171899.0,0.0,1.0
nictrix,1462916646.0,6.0,9.0
niftich,1447452648.0,8272.0,1657.0
nihonde,1455358733.0,1623.0,526.0
nik1aa5,1470690151.0,12.0,8.0
niko001,1432998368.0,425.0,31.0
nikolay,1174072116.0,3908.0,1533.0
niksakl,1340284472.0,353.0,14.0
nikwork,1496704710.0,1.0,2.0
nimrody,1237709745.0,399.0,256.0
nindalf,1408946492.0,1530.0,467.0
nirav72,1461631310.0,118.0,43.0
nissimk,1254240642.0,1079.0,326.0
nithinm,1437301583.0,5.0,8.0
nitramm,1494249775.0,182.0,41.0
niutech,1370341769.0,296.0,338.0
niyalmo,1484311079.0,4.0,2.0
niyazpk,1216997353.0,10479.0,1014.0
njarboe,1173989187.0,1571.0,493.0
nkassis,1238370334.0,4204.0,1538.0
nmbr213,1453886033.0,59.0,26.0
nnn1234,1478975420.0,26.0,129.0
nnoitra,1316098635.0,56.0,75.0
nnutter,1250399366.0,743.0,235.0
noajshu,1441000504.0,67.0,36.0
nocoder,1482719032.0,883.0,124.0
noffle_,1465430544.0,2.0,2.0
noidexe,1341873420.0,16.0,2.0
noinput,1292652518.0,1973.0,600.0
noncoml,1498273666.0,1382.0,433.0
noorani,1487063341.0,1.0,2.0
nopcode,1412437631.0,53.0,26.0
norikki,1421386172.0,214.0,113.0
norswap,1237153781.0,3857.0,1086.0
notMick,1506065097.0,3.0,2.0
notadoc,1421048540.0,1756.0,545.0
notanai,1502549561.0,65.0,7.0
notgood,1419063718.0,722.0,266.0
notjack,1436515522.0,223.0,34.0
nottorp,1480095821.0,550.0,185.0
nprecup,1455222725.0,65.0,14.0
nrjames,1438606539.0,327.0,95.0
